%  columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst fitness function value, further objective values of best" (startseed=206354, 2016/04/14 11:6:12.55)
163 2120 2.049975e-02 3.736870e+01  6.438410125423893300e+07  6.438410125423893300e+07  6.438531007004439100e+07  6.438765280002702800e+07
164 2133 2.005786e-02 3.728390e+01  6.438410125423893300e+07  6.438440049752517000e+07  6.438482632239211400e+07  6.438603588470444800e+07
165 2146 1.985764e-02 3.716111e+01  6.438410125423893300e+07  6.438420473391303400e+07  6.438458676320451500e+07  6.438536669082056000e+07
166 2159 1.989909e-02 3.700006e+01  6.438410125423893300e+07  6.438415594265419200e+07  6.438491155072889500e+07  6.438557592904111700e+07
167 2172 2.015614e-02 3.691635e+01  6.438410125423893300e+07  6.438430379243736000e+07  6.438487608106189200e+07  6.438563091983334700e+07
168 2185 1.967832e-02 3.689130e+01  6.438410125423893300e+07  6.438420523337051300e+07  6.438477757629567400e+07  6.438565280506499100e+07
169 2198 1.934510e-02 3.686804e+01  6.438410125423893300e+07  6.438430557006270400e+07  6.438480679647234100e+07  6.438619130336787600e+07
170 2211 1.912360e-02 3.684019e+01  6.438397780302840500e+07  6.438397780302840500e+07  6.438446842526167600e+07  6.438644503622366500e+07
171 2224 1.849821e-02 3.675640e+01  6.438397780302840500e+07  6.438425181600864200e+07  6.438445059931681300e+07  6.438670797235649800e+07
172 2237 1.763690e-02 3.672332e+01  6.438397780302840500e+07  6.438405623367321500e+07  6.438477225661219700e+07  6.438564344578923300e+07
173 2250 1.743130e-02 3.683100e+01  6.438393297067071500e+07  6.438393297067071500e+07  6.438479655269318100e+07  6.438656813050612800e+07
174 2263 1.694551e-02 3.662041e+01  6.438393243208227300e+07  6.438393243208227300e+07  6.438428640427818900e+07  6.438544305368840700e+07
175 2276 1.633240e-02 3.674813e+01  6.438393034341523100e+07  6.438393034341523100e+07  6.438412296227815700e+07  6.438543590746507800e+07
176 2289 1.546498e-02 3.671614e+01  6.438385608663506100e+07  6.438385608663506100e+07  6.438427922733201100e+07  6.438491554107831400e+07
